country,city,location,coordinates,measurements_parameter,measurements_sourcename,measurements_unit,measurements_value,measurements_lastupdated,country_name_en
DE,Bad Belzig,Lütte (Belzig),"{'lon': 12.56138899967456, 'lat': 52.194224999787046}",PM2.5,eea,µg/m³,3.0,2024-09-14T23:00:00+02:00,Germany
DE,Biberach an der Riß,Biberach,"{'lon': 9.800324999922847, 'lat': 48.089885999924896}",NO2,eea,µg/m³,6.513,2024-09-14T23:00:00+02:00,Germany
DE,Biberach an der Riß,Biberach,"{'lon': 9.800324999922847, 'lat': 48.089885999924896}",PM2.5,eea,µg/m³,3.0,2024-09-14T23:00:00+02:00,Germany
DE,Eisenach,Eisenach Werneburgstr.,"{'lon': 10.317235999873962, 'lat': 50.97829200000762}",O3,eea,µg/m³,61.41015,2024-09-14T23:00:00+02:00,Germany
DE,Dresden,Dresden-Winckelmannstr.,"{'lon': 13.730205000114458, 'lat': 51.036104999761584}",PM10,eea,µg/m³,8.872,2024-09-14T23:00:00+02:00,Germany
DE,Wesel,Wesel-Obrighoven,"{'lon': 6.655120000286287, 'lat': 51.6735480002765}",NO,eea,µg/m³,5.198,2024-03-11T09:00:00+01:00,Germany
DE,Karlsruhe,Karlsruhe Reinhold-Frank-Straße,"{'lon': 8.387190000121846, 'lat': 49.00795999995233}",NO2,eea,µg/m³,30.955,2024-09-14T23:00:00+02:00,Germany
DE,Neu Zauche,Spreewald,"{'lon': 14.056899999712835, 'lat': 51.897489999993944}",NO2,eea,µg/m³,2.0,2024-09-14T23:00:00+02:00,Germany
DE,Mühlhausen/Thüringen,Mühlhausen Wanfrieder Str,"{'lon': 10.44843199974717, 'lat': 51.20522600024557}",NO,eea,µg/m³,18.91544914,2024-03-11T12:00:00+01:00,Germany
DE,Stuttgart,Stuttgart Hohenheimer Straße,"{'lon': 9.184490000036712, 'lat': 48.76870999979562}",NO,eea,µg/m³,33.8,2024-03-11T12:00:00+01:00,Germany
DE,Gutsbezirk Kaufunger Wald,Witzenhausen/Wald,"{'lon': 9.774588000233182, 'lat': 51.2917569998811}",PM2.5,eea,µg/m³,2.17955,2024-09-14T23:00:00+02:00,Germany
DE,Mönchengladbach,Mönchengladbach-Rheydt,"{'lon': 6.42560999967511, 'lat': 51.1546069997187}",PM2.5,eea,µg/m³,5.683,2024-09-14T23:00:00+02:00,Germany
DE,Cuxhaven,Elbmündung,"{'lon': 8.801220000363141, 'lat': 53.8301699999686}",NO,eea,µg/m³,6.90884,2024-03-11T12:00:00+01:00,Germany
DE,Datteln,Datteln-Hagem,"{'lon': 7.331409000204609, 'lat': 51.64137700006872}",NO,eea,µg/m³,10.022,2024-03-11T12:00:00+01:00,Germany
DE,Bernburg (Saale),Bernburg,"{'lon': 11.738962000165396, 'lat': 51.80353400026478}",NO,eea,µg/m³,4.004775,2024-03-11T12:00:00+01:00,Germany
DE,Duisburg,Duisburg-Walsum,"{'lon': 6.748362999567299, 'lat': 51.52402999977365}",SO2,eea,µg/m³,1.713,2024-09-14T23:00:00+02:00,Germany
DE,Duisburg,Duisburg-Walsum,"{'lon': 6.748362999567299, 'lat': 51.52402999977365}",O3,eea,µg/m³,5.899,2024-09-14T23:00:00+02:00,Germany
DE,Leipzig,Leipzig-West,"{'lon': 12.297411000039515, 'lat': 51.317904999933354}",PM2.5,eea,µg/m³,2.0,2024-09-14T23:00:00+02:00,Germany
DE,Freiburg im Breisgau,Freiburg,"{'lon': 7.832122000262349, 'lat': 48.00151099983584}",O3,eea,µg/m³,32.248,2024-09-14T23:00:00+02:00,Germany
DE,Nettetal,Nettetal-Kaldenkirchen,"{'lon': 6.195833999823469, 'lat': 51.32693399979602}",NO2,eea,µg/m³,38.051,2024-09-14T23:00:00+02:00,Germany
DE,Mainz,Mainz-Mombach,"{'lon': 8.216802999922361, 'lat': 50.01755000008205}",SO2,eea,µg/m³,1.000125,2024-09-14T23:00:00+02:00,Germany
DE,Kaiserslautern,Kaiserslautern-Rathausplatz,"{'lon': 7.767299999653306, 'lat': 49.44599999971896}",PM2.5,eea,µg/m³,9.473449,2024-09-14T23:00:00+02:00,Germany
DE,Hanau,Hanau,"{'lon': 8.921570000210695, 'lat': 50.13577000007054}",O3,eea,µg/m³,44.6974945,2024-09-14T23:00:00+02:00,Germany
DE,Rövershagen,Rostock-Stuthof,"{'lon': 12.17410500032478, 'lat': 54.16155500022571}",O3,eea,µg/m³,77.38,2024-09-14T23:00:00+02:00,Germany
DE,Halle (Saale),Halle/Paracelsusstr.,"{'lon': 11.981313999871363, 'lat': 51.49475600003441}",PM2.5,eea,µg/m³,5.353683,2024-09-14T23:00:00+02:00,Germany
DE,Hamburg,Hamburg Stresemannstraße,"{'lon': 9.95723599974441, 'lat': 53.56063199988809}",NO2,eea,µg/m³,40.787,2024-09-14T23:00:00+02:00,Germany
DE,Radebeul,Radebeul-Wahnsdorf,"{'lon': 13.675005000040693, 'lat': 51.119514000136576}",PM2.5,eea,µg/m³,2.0,2024-09-14T23:00:00+02:00,Germany
DE,Aachen,Aachen Wilhelmstraße,"{'lon': 6.095760000017918, 'lat': 50.7731259998019}",NO,eea,µg/m³,23.761,2024-03-11T12:00:00+01:00,Germany
DE,Osternienburger Land,Domäne Bobbe,"{'lon': 11.891412000422003, 'lat': 51.837305999915124}",PM10,eea,µg/m³,5.99639,2024-09-14T23:00:00+02:00,Germany
DE,Jackerath,Jackerath,"{'lon': 6.451482999807214, 'lat': 51.03383400021489}",PM2.5,eea,µg/m³,4.316,2024-09-14T23:00:00+02:00,Germany
DE,Raunheim,Raunheim,"{'lon': 8.451527000308992, 'lat': 50.01032500012303}",CO,eea,µg/m³,226.41152,2024-03-11T12:00:00+01:00,Germany
DE,Klötze,Zartau/Waldstation,"{'lon': 11.172326999856793, 'lat': 52.5931360002283}",PM2.5,eea,µg/m³,2.352855,2024-09-14T23:00:00+02:00,Germany
DE,Oldenburg (Oldb),Oldenburg Heiligengeistwall,"{'lon': 8.21208399971623, 'lat': 53.14283600008275}",NO,eea,µg/m³,25.4765,2024-03-11T12:00:00+01:00,Germany
DE,Dessau-Roßlau,Dessau/Roßlau,"{'lon': 12.23868600001108, 'lat': 51.885764000110576}",NO2,eea,µg/m³,5.36465,2024-09-14T23:00:00+02:00,Germany
DE,Wernigerode,Wernigerode/Bahnhof,"{'lon': 10.790142999581336, 'lat': 51.83938200026512}",CO,eea,µg/m³,206.53199999999998,2024-03-11T12:00:00+01:00,Germany
DE,Warstein,Warstein,"{'lon': 8.360797000306063, 'lat': 51.44299299987481}",NO,eea,µg/m³,1.769,2024-03-11T12:00:00+01:00,Germany
DE,Neuwied,Neuwied-Hafenstraße,"{'lon': 7.481378000071871, 'lat': 50.42468500000246}",NO,eea,µg/m³,0.99760002,2024-03-11T12:00:00+01:00,Germany
DE,Elsdorf,Elsdorf-Berrendorf,"{'lon': 6.582205000027495, 'lat': 50.92710699979505}",PM10,eea,µg/m³,11.888,2024-09-13T13:00:00+02:00,Germany
DE,Dunzweiler,Westpfalz-Waldmohr,"{'lon': 7.29354299965105, 'lat': 49.42311600015842}",O3,eea,µg/m³,44.18895,2024-09-13T08:00:00+02:00,Germany
DE,Suhl,Schmücke,"{'lon': 10.76953400035172, 'lat': 50.65406600025244}",PM2.5,eea,µg/m³,6.88,2024-07-30T12:00:00+02:00,Germany
DE,Göhlen,Göhlen,"{'lon': 11.362964999983921, 'lat': 53.302352000134725}",NO,eea,µg/m³,1.58,2024-03-11T12:00:00+01:00,Germany
DE,Manfred Lotz,NET.DE_BB,"{'lon': 13.059945, 'lat': 52.401351999999996}",O3,EEA Germany,µg/m³,29.0,2024-03-04T10:00:00+01:00,Germany
DE,Manfred Lotz,NET.DE_BB,"{'lon': 14.057063999999999, 'lat': 51.89759800000001}",PM2.5,EEA Germany,µg/m³,36.0,2024-03-04T10:00:00+01:00,Germany
DE,Margit von Döhren,NET.DE_RP,"{'lon': 8.3649, 'lat': 49.62869999999999}",SO2,EEA Germany,µg/m³,1.00012505,2024-03-04T10:00:00+01:00,Germany
DE,Nordrhein-Westfalen,DENW212,"{'lon': 6.957701, 'lat': 50.94736700000001}",NO,EEA Germany,µg/m³,13.65,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP022,"{'lon': 7.866208, 'lat': 49.842135999999996}",NO2,EEA Germany,µg/m³,39.01592255,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP010,"{'lon': 8.261277, 'lat': 50.000973}",NO,EEA Germany,µg/m³,150.09182739,2024-01-29T20:00:00+01:00,Germany
DE,Nordrhein-Westfalen,DENW094,"{'lon': 6.093923, 'lat': 50.754704}",NO2,EEA Germany,µg/m³,11.157,2024-01-29T20:00:00+01:00,Germany
DE,Hamburg,DEHH016,"{'lon': 10.081685, 'lat': 53.52902}",PM10,EEA Germany,µg/m³,17.09,2024-01-17T13:00:00+01:00,Germany
DE,Brandenburg,DEBB067,"{'lon': 12.885194, 'lat': 52.608609}",PM10,EEA Germany,µg/m³,19.0,2023-12-31T22:00:00+01:00,Germany
DE,,DENI071,"{'lon': 10.42275, 'lat': 51.61365}",PM10,EEA Germany,µg/m³,30.41,2018-09-21T08:00:00+02:00,Germany
DE,,Frankfurt-Höchst,"{'lon': 8.542052, 'lat': 50.101870999999996}",PM10,EEA Germany,µg/m³,21.31544876,2017-01-06T10:00:00+01:00,Germany
DE,,Hauptstraße Oberstedten,"{'lon': 8.5643869, 'lat': 50.226631}",RELATIVEHUMIDITY,airgradient,%,53.73333295186361,2024-09-15T10:00:00+02:00,Germany
DE,Widuchowa,Widuchowa,"{'lon': 14.382245, 'lat': 53.122325}",NO2,GIOS,µg/m³,2.35123,2024-09-15T10:00:00+02:00,Germany
DE,Wildau,Wildau,"{'lon': 13.621246000090599, 'lat': 52.32403299995438}",CO,eea,µg/m³,270.0,2024-03-11T12:00:00+01:00,Germany
DE,Berlin,Berlin Mariendorfer Damm,"{'lon': 13.387720000153392, 'lat': 52.438114999889876}",PM10,eea,µg/m³,11.04,2024-09-15T00:00:00+02:00,Germany
DE,MünstertalSchwarzwal,Schwarzwald-Süd,"{'lon': 7.764527999909136, 'lat': 47.80989200016651}",NO,eea,µg/m³,0.30000000000000004,2024-03-11T12:00:00+01:00,Germany
DE,MünstertalSchwarzwal,Schwarzwald-Süd,"{'lon': 7.764527999909136, 'lat': 47.80989200016651}",PM10,eea,µg/m³,3.0,2024-09-15T00:00:00+02:00,Germany
DE,Eggenstein-Leopoldsh,Eggenstein,"{'lon': 8.4066600002499, 'lat': 49.07655000022436}",NO,eea,µg/m³,2.1,2024-03-11T12:00:00+01:00,Germany
DE,Wittenberge,Wittenberge,"{'lon': 11.738460000025063, 'lat': 52.99875000016891}",O3,eea,µg/m³,76.0,2024-09-14T23:00:00+02:00,Germany
DE,Burghausen,Burghausen/Marktler Straße,"{'lon': 12.829313999936979, 'lat': 48.17717500021957}",NO,eea,µg/m³,1.77,2024-03-11T12:00:00+01:00,Germany
DE,Mehring,Mehring/Sportplatz,"{'lon': 12.781387000253625, 'lat': 48.182835000198246}",NO2,eea,µg/m³,5.81,2024-09-15T00:00:00+02:00,Germany
DE,Reutlingen,Reutlingen,"{'lon': 9.207320000262994, 'lat': 48.48888699999112}",NO2,eea,µg/m³,14.519,2024-09-15T00:00:00+02:00,Germany
DE,München,München/Stachus,"{'lon': 11.564923999614544, 'lat': 48.13725200011463}",NO2,eea,µg/m³,19.32,2024-09-15T00:00:00+02:00,Germany
DE,Berlin,Berlin Frohnau (3.5 m),"{'lon': 13.296081000304353, 'lat': 52.653269000011676}",O3,eea,µg/m³,65.15,2024-09-15T00:00:00+02:00,Germany
DE,Edertal,Kellerwald,"{'lon': 9.031754000448155, 'lat': 51.15484299972151}",PM2.5,eea,µg/m³,2.012599,2024-09-15T00:00:00+02:00,Germany
DE,Oberaudorf,Oberaudorf/Inntal-Autobahn,"{'lon': 12.188323999969139, 'lat': 47.64845899985504}",PM2.5,eea,µg/m³,3.75,2024-09-15T00:00:00+02:00,Germany
DE,Neu-Ulm,Neu-Ulm/Gabelsbergerstraße,"{'lon': 10.008293000270534, 'lat': 48.39707899982625}",PM2.5,eea,µg/m³,4.56,2024-09-15T00:00:00+02:00,Germany
DE,Schwedt/Oder,Schwedt (Oder),"{'lon': 14.285139000079653, 'lat': 53.064261999791356}",NO,eea,µg/m³,1.0,2024-03-11T12:00:00+01:00,Germany
DE,Linden,Linden,"{'lon': 8.684397000120082, 'lat': 50.532964999981864}",SO2,eea,µg/m³,0.79889536,2023-01-25T01:00:00+01:00,Germany
DE,Frankfurt (Oder),"Frankfurt (Oder), Leipziger Str.","{'lon': 14.538594999554137, 'lat': 52.33733599981624}",CO,eea,µg/m³,400.0,2024-03-11T12:00:00+01:00,Germany
DE,Passau,Passau/Stelzhamerstraße,"{'lon': 13.42203900011266, 'lat': 48.57362899971191}",NO2,eea,µg/m³,8.52,2024-09-15T00:00:00+02:00,Germany
DE,Augsburg,Augsburg/Bourges-Platz,"{'lon': 10.888370000280668, 'lat': 48.37657599981851}",O3,eea,µg/m³,40.03,2024-09-15T00:00:00+02:00,Germany
DE,Brandenburg an der Havel,Brandenburg a.d. Havel,"{'lon': 12.5523029996148, 'lat': 52.42044200004199}",PM2.5,eea,µg/m³,3.0,2024-09-15T00:00:00+02:00,Germany
DE,Frankfurt am Main,Frankfurt Friedberger Landstraße,"{'lon': 8.691910999636601, 'lat': 50.12458899971443}",CO,eea,µg/m³,193.4898,2023-02-02T01:00:00+01:00,Germany
DE,Zittau,Zittau-Ost,"{'lon': 14.822845999756447, 'lat': 50.89237700001984}",PM2.5,eea,µg/m³,2.0,2024-01-04T16:00:00+01:00,Germany
DE,Zittau,Zittau-Ost,"{'lon': 14.822845999756447, 'lat': 50.89237700001984}",SO2,eea,µg/m³,2.234,2024-09-14T23:00:00+02:00,Germany
DE,Reutlingen,Reutlingen Lederstraße-Ost,"{'lon': 9.210789999966076, 'lat': 48.48933000022165}",PM2.5,eea,µg/m³,5.0,2024-09-14T23:00:00+02:00,Germany
DE,Wetzlar,Wetzlar,"{'lon': 8.50061899993149, 'lat': 50.5671850002032}",NO2,eea,µg/m³,25.6189842,2024-09-14T23:00:00+02:00,Germany
DE,Hamburg,Hamburg Bramfeld,"{'lon': 10.110594999847127, 'lat': 53.63074000007194}",NO,eea,µg/m³,2.0,2024-03-11T12:00:00+01:00,Germany
DE,Frankfurt (Oder),Frankfurt (Oder),"{'lon': 14.525960000148581, 'lat': 52.33468}",NO2,eea,µg/m³,4.0,2024-09-14T23:00:00+02:00,Germany
DE,Leipzig,Leipzig-Mitte,"{'lon': 12.37716299977231, 'lat': 51.34416400025933}",PM10,eea,µg/m³,7.711,2024-09-14T23:00:00+02:00,Germany
DE,Altenberg,Zinnwald,"{'lon': 13.751450000277025, 'lat': 50.73147799981492}",O3,eea,µg/m³,74.264,2024-09-14T23:00:00+02:00,Germany
DE,Bremen,Bremen-Hasenbüren,"{'lon': 8.695059999847635, 'lat': 53.11769999998346}",SO2,eea,µg/m³,0.77,2024-09-14T23:00:00+02:00,Germany
DE,Bielefeld,Bielefeld Detmolder Straße,"{'lon': 8.552790000343137, 'lat': 52.00562000016243}",NO2,eea,µg/m³,36.356,2024-09-14T23:00:00+02:00,Germany
DE,Düsseldorf,Düsseldorf Corneliusstraße,"{'lon': 6.7825379995865225, 'lat': 51.21316599979994}",NO,eea,µg/m³,48.435,2024-03-11T12:00:00+01:00,Germany
DE,Flensburg,Flensburg,"{'lon': 9.43809000034956, 'lat': 54.78142999986712}",PM10,eea,µg/m³,7.936,2024-09-14T23:00:00+02:00,Germany
DE,Wesel,Wesel-Obrighoven,"{'lon': 6.655120000286287, 'lat': 51.6735480002765}",O3,eea,µg/m³,33.383,2024-09-14T23:00:00+02:00,Germany
DE,Borken,Borken-Gemen,"{'lon': 6.874469000411926, 'lat': 51.86204199989495}",PM2.5,eea,µg/m³,9.22,2024-09-14T23:00:00+02:00,Germany
DE,Saarbrücken,Saarbrücken-City,"{'lon': 6.987601000120651, 'lat': 49.23346400017151}",NO,eea,µg/m³,0.85,2024-03-11T12:00:00+01:00,Germany
DE,Münster,Münster-Geist,"{'lon': 7.611583000083205, 'lat': 51.93653500000298}",O3,eea,µg/m³,27.94,2024-09-14T23:00:00+02:00,Germany
DE,Suhl,Suhl F.-König-Str,"{'lon': 10.693091999590123, 'lat': 50.611530000249815}",PM2.5,eea,µg/m³,4.00704,2024-09-14T23:00:00+02:00,Germany
DE,Speyer,Speyer-Nord,"{'lon': 8.423000000433499, 'lat': 49.35112399989331}",O3,eea,µg/m³,26.52103,2024-09-14T23:00:00+02:00,Germany
DE,Mühlhausen/Thüringen,Mühlhausen Wanfrieder Str,"{'lon': 10.44843199974717, 'lat': 51.20522600024557}",PM10,eea,µg/m³,6.7584800000000005,2024-09-14T23:00:00+02:00,Germany
DE,Schkeuditz,Schkeuditz,"{'lon': 12.234053999843589, 'lat': 51.39609500023215}",O3,eea,µg/m³,72.413,2024-09-14T23:00:00+02:00,Germany
DE,Saarlouis,Saarlouis-Fraulautern,"{'lon': 6.753639000165349, 'lat': 49.322645999891215}",NO,eea,µg/m³,2.82,2024-03-11T12:00:00+01:00,Germany
DE,Limburg a.d.,Limburg Schiede,"{'lon': 8.059908999819234, 'lat': 50.38642599999855}",CO,eea,µg/m³,233.59135,2024-03-11T12:00:00+01:00,Germany
DE,Duisburg,Duisburg Kardinal-Galen-Straße,"{'lon': 6.771867000361364, 'lat': 51.43768599990091}",NO,eea,µg/m³,19.627,2024-03-11T12:00:00+01:00,Germany
DE,Ottweiler,Ottweiler,"{'lon': 7.16557499963159, 'lat': 49.39950299984938}",NO,eea,µg/m³,17.85,2024-03-11T12:00:00+01:00,Germany
DE,Simmerath,Simmerath (Eifel),"{'lon': 6.2810079997441814, 'lat': 50.653233999948775}",NO,eea,µg/m³,0.578,2024-03-11T12:00:00+01:00,Germany
DE,Dresden,Dresden-Nord,"{'lon': 13.74139699974652, 'lat': 51.06493000020476}",NO,eea,µg/m³,16.07,2024-03-11T12:00:00+01:00,Germany
DE,Bösel,Südoldenburg,"{'lon': 7.942570000090452, 'lat': 52.99795999990344}",NO,eea,µg/m³,6.86406,2024-03-11T12:00:00+01:00,Germany
DE,Wismar,Wismar,"{'lon': 11.47596000032361, 'lat': 53.90226000018788}",PM10,eea,µg/m³,8.76,2024-09-14T23:00:00+02:00,Germany
DE,Wuppertal,Wuppertal Gathe,"{'lon': 7.14737800029603, 'lat': 51.2606839999539}",PM2.5,eea,µg/m³,8.739,2024-09-14T23:00:00+02:00,Germany
DE,Freiburg im Breisgau,Freiburg Schwarzwaldstraße,"{'lon': 7.8599200002167935, 'lat': 47.988200000014785}",CO,eea,µg/m³,300.0,2024-03-11T12:00:00+01:00,Germany
DE,Solingen,Solingen-Wald,"{'lon': 7.052572999619206, 'lat': 51.18378200025224}",PM10,eea,µg/m³,13.261,2024-09-14T23:00:00+02:00,Germany
DE,Ansbach,Ansbach/Residenzstraße,"{'lon': 10.572297000401964, 'lat': 49.304889000254796}",PM2.5,eea,µg/m³,5.36,2024-09-14T23:00:00+02:00,Germany
DE,Eibenstock,Carlsfeld,"{'lon': 12.611124999727613, 'lat': 50.43132200017879}",PM2.5,eea,µg/m³,2.0,2024-09-14T23:00:00+02:00,Germany
DE,Düsseldorf,Düsseldorf-Lörick,"{'lon': 6.7323529999949, 'lat': 51.24921399987127}",PM10,eea,µg/m³,6.524,2024-09-14T23:00:00+02:00,Germany
DE,Hannes Brauer,Luckenwalde,"{'lon': 13.174948999933985, 'lat': 52.089678000143216}",NO2,eea,µg/m³,5.0,2024-09-14T23:00:00+02:00,Germany
DE,Annaberg-Buchholz,Annaberg-Buchholz,"{'lon': 12.997278000371747, 'lat': 50.5708720000116}",PM10,eea,µg/m³,8.38,2024-09-14T23:00:00+02:00,Germany
DE,Düsseldorf,Düsseldorf-Lohausen,"{'lon': 6.744291000164771, 'lat': 51.277432999895204}",NO,eea,µg/m³,8.633000000000001,2024-03-11T12:00:00+01:00,Germany
DE,Düsseldorf,Düsseldorf-Lohausen,"{'lon': 6.744291000164771, 'lat': 51.277432999895204}",PM2.5,eea,µg/m³,4.949,2024-09-14T23:00:00+02:00,Germany
DE,Hamburg,Hamburg Altona Elbhang,"{'lon': 9.944814999700782, 'lat': 53.54526899991805}",NO2,eea,µg/m³,18.214,2024-09-14T23:00:00+02:00,Germany
DE,Lübeck,Lübeck Moislinger Allee,"{'lon': 10.673320000236593, 'lat': 53.86223699996236}",PM2.5,eea,µg/m³,4.32,2024-09-14T23:00:00+02:00,Germany
DE,Raunheim,Raunheim,"{'lon': 8.451527000308992, 'lat': 50.01032500012303}",PM2.5,eea,µg/m³,3.448199,2024-09-14T23:00:00+02:00,Germany
DE,Wernigerode,Wernigerode/Bahnhof,"{'lon': 10.790142999581336, 'lat': 51.83938200026512}",NO2,eea,µg/m³,9.62081,2024-09-14T23:00:00+02:00,Germany
DE,Lüder,Waldhof,"{'lon': 10.756733000366493, 'lat': 52.80077299986921}",SO2,eea,µg/m³,1.53,2024-07-30T13:00:00+02:00,Germany
DE,Margit von Döhren,NET.DE_RP,"{'lon': 8.3649, 'lat': 49.62869999999999}",PM10,EEA Germany,µg/m³,25.03474998,2024-03-04T10:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP047,"{'lon': 6.690487999999999, 'lat': 49.783942}",NO,EEA Germany,µg/m³,65.46230316,2024-01-29T20:00:00+01:00,Germany
DE,Nordrhein-Westfalen,DENW078,"{'lon': 6.819967, 'lat': 51.303919}",O3,EEA Germany,µg/m³,26.305,2024-01-29T20:00:00+01:00,Germany
DE,,FR22011,"{'lon': 6.731664, 'lat': 49.158413999469}",NO2,EEA France,µg/m³,11.2,2020-05-05T08:00:00+02:00,Germany
DE,,DEHH072,"{'lon': 9.84408, 'lat': 53.535958}",NO2,EEA Germany,µg/m³,21.67,2019-12-31T02:00:00+01:00,Germany
DE,,DEMV003,"{'lon': 13.26644, 'lat': 53.559784}",NO2,EEA Germany,µg/m³,0.0,2019-12-24T01:00:00+01:00,Germany
DE,,DEST075,"{'lon': 11.983406, 'lat': 51.47516399999999}",NO2,EEA Germany,µg/m³,22.55,2018-12-31T07:00:00+01:00,Germany
DE,,"Cottbus, W.-Külz-Str.","{'lon': 14.325549, 'lat': 51.754129999999996}",CO,EEA Germany,µg/m³,450.0,2016-12-21T12:00:00+01:00,Germany
DE,,Holzen,"{'lon': 12.7276085, 'lat': 48.1574391}",PM1,airgradient,µg/m³,2.291666666666666,2024-09-15T10:00:00+02:00,Germany
DE,Bayreuth,Bayreuth/Hohenzollernring,"{'lon': 11.570088000059602, 'lat': 49.94363700020684}",NO2,eea,µg/m³,12.82,2024-09-15T00:00:00+02:00,Germany
DE,Villingen-Schwenningen,Villingen-Schwenningen,"{'lon': 8.463596999825029, 'lat': 48.04865600024051}",PM10,eea,µg/m³,8.2,2024-09-14T23:00:00+02:00,Germany
DE,Eggenstein-Leopoldsh,Eggenstein,"{'lon': 8.4066600002499, 'lat': 49.07655000022436}",O3,eea,µg/m³,10.641,2024-09-15T00:00:00+02:00,Germany
DE,Burghausen,Burghausen/Marktler Straße,"{'lon': 12.829313999936979, 'lat': 48.17717500021957}",PM2.5,eea,µg/m³,3.13,2024-09-15T00:00:00+02:00,Germany
DE,Neuruppin,Neuruppin,"{'lon': 12.809480999585762, 'lat': 52.93188999998345}",NO,eea,µg/m³,4.0,2024-03-11T12:00:00+01:00,Germany
DE,Michelstadt,Michelstadt,"{'lon': 9.001981000442658, 'lat': 49.672506999891084}",PM2.5,eea,µg/m³,4.319149,2024-09-15T00:00:00+02:00,Germany
DE,Ulm,Ulm,"{'lon': 9.979030999727886, 'lat': 48.396835999832305}",PM10,eea,µg/m³,8.7,2024-09-15T00:00:00+02:00,Germany
DE,Schwabach,Schwabach/Angerstraße,"{'lon': 11.027919999919533, 'lat': 49.32272999979548}",NO2,eea,µg/m³,10.72,2024-09-15T00:00:00+02:00,Germany
DE,Neustadt a.d. Aisch,Neustadt a.d. Aisch/An der Weißen Marter,"{'lon': 10.625440000408908, 'lat': 49.578459999738314}",NO,eea,µg/m³,1.09,2024-03-11T12:00:00+01:00,Germany
DE,Marburg,Marburg,"{'lon': 8.769324000168588, 'lat': 50.80425800025959}",O3,eea,µg/m³,28.4766579,2024-09-15T00:00:00+02:00,Germany
DE,Ludwigsburg,Ludwigsburg,"{'lon': 9.172792000066355, 'lat': 48.899233000196816}",PM10,eea,µg/m³,12.6,2024-09-15T00:00:00+02:00,Germany
DE,Berlin,Berlin Frankfurter Allee,"{'lon': 13.469930999635912, 'lat': 52.51407199975142}",O3,eea,µg/m³,66.76,2024-09-15T00:00:00+02:00,Germany
DE,Limburg a.d. Lahn,Limburg,"{'lon': 8.060997999590397, 'lat': 50.383216999965896}",NO2,eea,µg/m³,21.7395058,2024-09-15T00:00:00+02:00,Germany
DE,Braunlage,Wurmberg,"{'lon': 10.61248000041502, 'lat': 51.75815999983918}",SO2,eea,µg/m³,1.78688,2024-09-14T23:00:00+02:00,Germany
DE,München,München/Landshuter Allee,"{'lon': 11.536513000090004, 'lat': 48.149606000214845}",CO,eea,µg/m³,320.0,2024-03-11T12:00:00+01:00,Germany
DE,Würzburg,Würzburg/Stadtring Süd,"{'lon': 9.947654000290418, 'lat': 49.79052599981459}",NO,eea,µg/m³,7.1,2024-03-11T12:00:00+01:00,Germany
DE,Würzburg,Würzburg/Stadtring Süd,"{'lon': 9.947654000290418, 'lat': 49.79052599981459}",PM10,eea,µg/m³,12.4,2024-09-15T00:00:00+02:00,Germany
DE,Stuttgart,Stuttgart-Bad Cannstatt,"{'lon': 9.229745000433322, 'lat': 48.808799999840296}",O3,eea,µg/m³,53.038,2024-09-15T00:00:00+02:00,Germany
DE,Potsdam,"Potsdam, Zeppelinstr.","{'lon': 13.037473999905288, 'lat': 52.39393200026654}",NO,eea,µg/m³,11.0,2024-03-11T12:00:00+01:00,Germany
DE,Gießen,Gießen Westanlage,"{'lon': 8.668579000168304, 'lat': 50.58410800008935}",PM2.5,eea,µg/m³,5.19865,2024-09-13T23:00:00+02:00,Germany
DE,Vohburg a.d. Donau,Vohburg a.d. Donau/Alter Wöhrer Weg,"{'lon': 11.638330000143016, 'lat': 48.76710999990729}",SO2,eea,µg/m³,110.03,2017-11-05T14:00:00+01:00,Germany
DE,Augsburg,Augsburg/Bourges-Platz,"{'lon': 10.888370000280668, 'lat': 48.37657599981851}",PM2.5,eea,µg/m³,4.67,2024-09-15T00:00:00+02:00,Germany
DE,Wiesloch,Wiesloch,"{'lon': 8.700102999918865, 'lat': 49.30073100027894}",PM10,eea,µg/m³,8.5,2024-09-15T00:00:00+02:00,Germany
DE,Filderstadt,Bernhausen,"{'lon': 9.22940300012656, 'lat': 48.6775199997656}",O3,eea,µg/m³,51.773,2024-09-14T23:00:00+02:00,Germany
DE,Wetzlar,Wetzlar,"{'lon': 8.50061899993149, 'lat': 50.5671850002032}",PM10,eea,µg/m³,7.80455,2024-09-14T23:00:00+02:00,Germany
DE,Dortmund,Dortmund-Eving,"{'lon': 7.457408999845711, 'lat': 51.536893000060374}",O3,eea,µg/m³,6.226,2024-09-14T23:00:00+02:00,Germany
DE,Worms,Worms-Hagenstraße,"{'lon': 8.364779000195222, 'lat': 49.62877099994697}",NO2,eea,µg/m³,10.1752911,2024-09-14T23:00:00+02:00,Germany
DE,Fulda,Fulda Zentral,"{'lon': 9.680166999695915, 'lat': 50.546384000157445}",PM10,eea,µg/m³,5.7417,2024-09-14T23:00:00+02:00,Germany
